Tesla vs Others,CAR MAKE,CAR MODEL,CAR MAKE AND MODEL,Year Month,Reset,SalesO,# of Auto Makers,# of Car Models,Zero Axis,Sales Tesla,Sales Non Tesla,% Sales,X,Y,Car Type1,Number of Records,Month,Sales,Year,Year Month (copy)
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,8/1/2012,Reset,2831,1,1,0,,2831,,-1415.5,-2451.717918114,Hybrid,1,AUG,2831,2012,8
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,8/1/2012,Reset,1047,1,1,0,,1047,,-523.5,-906.728597762,Hybrid,1,AUG,1047,2012,8
NON TESLA,NISSAN, LEAF,NISSAN LEAF,8/1/2012,Reset,685,1,1,0,,685,,-342.5,-593.227401592,Fully Electric,1,AUG,685,2012,8
TESLA,TESLA, MODEL S,TESLA MODEL S,8/1/2012,Reset,43,1,1,0,43,,100,-21.5,-37.239092363,Fully Electric,1,AUG,43,2012,8
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,8/1/2012,Reset,34,1,1,0,,34,,-17,-29.444863729,Fully Electric,1,AUG,34,2012,8
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,8/1/2012,Reset,37,1,1,0,,37,,-18.5,-32.042939940,Fully Electric,1,AUG,37,2012,8
NON TESLA,HONDA, FIT EV,HONDA FIT EV,8/1/2012,Reset,9,1,1,0,,9,,-4.5,-7.794228634,Fully Electric,1,AUG,9,2012,8
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,8/1/2013,Reset,3351,1,1,0,,3351,,-1675.5,-2902.051128082,Hybrid,1,AUG,3351,2013,8
NON TESLA,NISSAN, LEAF,NISSAN LEAF,8/1/2013,Reset,2420,1,1,0,,2420,,-1210,-2095.781477158,Fully Electric,1,AUG,2420,2013,8
TESLA,TESLA, MODEL S,TESLA MODEL S,8/1/2013,Reset,1300,1,1,0,1300,,100,-650,-1125.833024920,Fully Electric,1,AUG,1300,2013,8
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,8/1/2013,Reset,1791,1,1,0,,1791,,-895.5,-1551.051498178,Hybrid,1,AUG,1791,2013,8
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,8/1/2013,Reset,621,1,1,0,,621,,-310.5,-537.801775750,Hybrid,1,AUG,621,2013,8
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,8/1/2013,Reset,600,1,1,0,,600,,-300,-519.615242271,Hybrid,1,AUG,600,2013,8
NON TESLA,FIAT, 500E,FIAT 500E,8/1/2013,Reset,360,1,1,0,,360,,-180,-311.769145362,Fully Electric,1,AUG,360,2013,8
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,8/1/2013,Reset,175,1,1,0,,175,,-87.5,-151.554445662,Fully Electric,1,AUG,175,2013,8
NON TESLA,TOYOTA, RAV4 EV,TOYOTA RAV4 EV,8/1/2013,Reset,231,1,1,0,,231,,-115.5,-200.051868274,Hybrid,1,AUG,231,2013,8
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,8/1/2013,Reset,30,1,1,0,,30,,-15,-25.980762114,Fully Electric,1,AUG,30,2013,8
NON TESLA,SMART, ED,SMART ED,8/1/2013,Reset,182,1,1,0,,182,,-91,-157.616623489,Fully Electric,1,AUG,182,2013,8
NON TESLA,HONDA, FIT EV,HONDA FIT EV,8/1/2013,Reset,66,1,1,0,,66,,-33,-57.157676650,Fully Electric,1,AUG,66,2013,8
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,8/1/2013,Reset,102,1,1,0,,102,,-51,-88.334591186,Fully Electric,1,AUG,102,2013,8
NON TESLA,HONDA, ACCORD PHV,HONDA ACCORD PHV,8/1/2013,Reset,44,1,1,0,,44,,-22,-38.105117767,Hybrid,1,AUG,44,2013,8
NON TESLA,PORSCHE, PANAMERA S-E,PORSCHE PANAMERA S-E,8/1/2013,Reset,0,1,1,0,,0,,0,0,Hybrid,1,AUG,0,2013,8
NON TESLA,CADILLAC, ELR,CADILLAC ELR,8/1/2013,Reset,0,1,1,0,,0,,0,0,Hybrid,1,AUG,0,2013,8
NON TESLA,NISSAN, LEAF,NISSAN LEAF,8/1/2014,Reset,3186,1,1,0,,3186,,-1593,-2759.156936457,Fully Electric,1,AUG,3186,2014,8
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,8/1/2014,Reset,2511,1,1,0,,2511,,-1255.5,-2174.589788903,Hybrid,1,AUG,2511,2014,8
TESLA,TESLA, MODEL S,TESLA MODEL S,8/1/2014,Reset,600,1,1,0,600,,100,-300,-519.615242271,Fully Electric,1,AUG,600,2014,8
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,8/1/2014,Reset,818,1,1,0,,818,,-409,-708.408780296,Hybrid,1,AUG,818,2014,8
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,8/1/2014,Reset,1222,1,1,0,,1222,,-611,-1058.283043425,Hybrid,1,AUG,1222,2014,8
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,8/1/2014,Reset,1050,1,1,0,,1050,,-525,-909.326673974,Hybrid,1,AUG,1050,2014,8
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),8/1/2014,Reset,1025,1,1,0,,1025,,-512.5,-887.676038879,Fully Electric,1,AUG,1025,2014,8
NON TESLA,FIAT, 500E,FIAT 500E,8/1/2014,Reset,535,1,1,0,,535,,-267.5,-463.323591025,Fully Electric,1,AUG,535,2014,8
NON TESLA,SMART, ED,SMART ED,8/1/2014,Reset,208,1,1,0,,208,,-104,-180.133283987,Fully Electric,1,AUG,208,2014,8
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,8/1/2014,Reset,264,1,1,0,,264,,-132,-228.630706599,Fully Electric,1,AUG,264,2014,8
NON TESLA,CADILLAC, ELR,CADILLAC ELR,8/1/2014,Reset,196,1,1,0,,196,,-98,-169.740979142,Hybrid,1,AUG,196,2014,8
NON TESLA,TOYOTA, RAV4 EV,TOYOTA RAV4 EV,8/1/2014,Reset,228,1,1,0,,228,,-114,-197.453792063,Hybrid,1,AUG,228,2014,8
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,8/1/2014,Reset,80,1,1,0,,80,,-40,-69.282032303,Fully Electric,1,AUG,80,2014,8
NON TESLA,PORSCHE, PANAMERA S-E,PORSCHE PANAMERA S-E,8/1/2014,Reset,68,1,1,0,,68,,-34,-58.889727457,Hybrid,1,AUG,68,2014,8
NON TESLA,MERCEDES, B-CLASS ED,MERCEDES B-CLASS ED,8/1/2014,Reset,51,1,1,0,,51,,-25.5,-44.167295593,Hybrid,1,AUG,51,2014,8
NON TESLA,BMW, I8,BMW I8,8/1/2014,Reset,9,1,1,0,,9,,-4.5,-7.794228634,Hybrid,1,AUG,9,2014,8
NON TESLA,HONDA, ACCORD PHV,HONDA ACCORD PHV,8/1/2014,Reset,46,1,1,0,,46,,-23,-39.837168574,Hybrid,1,AUG,46,2014,8
NON TESLA,HONDA, FIT EV,HONDA FIT EV,8/1/2014,Reset,55,1,1,0,,55,,-27.5,-47.631397208,Fully Electric,1,AUG,55,2014,8
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,8/1/2014,Reset,20,1,1,0,,20,,-10,-17.320508076,Fully Electric,1,AUG,20,2014,8
TESLA,TESLA, MODEL S,TESLA MODEL S,8/1/2015,Reset,1300,1,1,0,1300,,100,-650,-1125.833024920,Fully Electric,1,AUG,1300,2015,8
NON TESLA,NISSAN, LEAF,NISSAN LEAF,8/1/2015,Reset,1393,1,1,0,,1393,,-696.5,-1206.373387472,Fully Electric,1,AUG,1393,2015,8
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,8/1/2015,Reset,1380,1,1,0,,1380,,-690,-1195.115057223,Hybrid,1,AUG,1380,2015,8
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),8/1/2015,Reset,792,1,1,0,,792,,-396,-685.892119797,Fully Electric,1,AUG,792,2015,8
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,8/1/2015,Reset,949,1,1,0,,949,,-474.5,-821.858108191,Hybrid,1,AUG,949,2015,8
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,8/1/2015,Reset,723,1,1,0,,723,,-361.5,-626.136366936,Hybrid,1,AUG,723,2015,8
NON TESLA,FIAT, 500E,FIAT 500E,8/1/2015,Reset,610,1,1,0,,610,,-305,-528.275496309,Fully Electric,1,AUG,610,2015,8
NON TESLA,VW, E-GOLF,VW E-GOLF,8/1/2015,Reset,381,1,1,0,,381,,-190.5,-329.955678842,Fully Electric,1,AUG,381,2015,8
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,8/1/2015,Reset,344,1,1,0,,344,,-172,-297.912738902,Hybrid,1,AUG,344,2015,8
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,8/1/2015,Reset,135,1,1,0,,135,,-67.5,-116.913429511,Fully Electric,1,AUG,135,2015,8
NON TESLA,BMW, I8,BMW I8,8/1/2015,Reset,210,1,1,0,,210,,-105,-181.865334795,Hybrid,1,AUG,210,2015,8
NON TESLA,MERCEDES, B-CLASS ED,MERCEDES B-CLASS ED,8/1/2015,Reset,172,1,1,0,,172,,-86,-148.956369451,Hybrid,1,AUG,172,2015,8
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,8/1/2015,Reset,176,1,1,0,,176,,-88,-152.420471066,Fully Electric,1,AUG,176,2015,8
NON TESLA,SMART, ED,SMART ED,8/1/2015,Reset,106,1,1,0,,106,,-53,-91.798692801,Fully Electric,1,AUG,106,2015,8
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,8/1/2015,Reset,83,1,1,0,,83,,-41.5,-71.880108514,Hybrid,1,AUG,83,2015,8
NON TESLA,CADILLAC, ELR,CADILLAC ELR,8/1/2015,Reset,45,1,1,0,,45,,-22.5,-38.971143170,Hybrid,1,AUG,45,2015,8
NON TESLA,KIA, SOUL EV,KIA SOUL EV,8/1/2015,Reset,93,1,1,0,,93,,-46.5,-80.540362552,Fully Electric,1,AUG,93,2015,8
NON TESLA,PORSCHE, PANAMERA S-E,PORSCHE PANAMERA S-E,8/1/2015,Reset,36,1,1,0,,36,,-18,-31.176914536,Hybrid,1,AUG,36,2015,8
NON TESLA,PORSCHE, 918 SPYDER,PORSCHE 918 SPYDER,8/1/2015,Reset,22,1,1,0,,22,,-11,-19.052558883,Hybrid,1,AUG,22,2015,8
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,8/1/2015,Reset,10,1,1,0,,10,,-5,-8.660254038,Fully Electric,1,AUG,10,2015,8
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,8/1/2015,Reset,6,1,1,0,,6,,-3,-5.196152423,Fully Electric,1,AUG,6,2015,8
NON TESLA,VOLVO, XC90,VOLVO XC90,8/1/2015,Reset,4,1,1,0,,4,,-2,-3.464101615,Hybrid,1,AUG,4,2015,8
NON TESLA,HONDA, ACCORD PHV,HONDA ACCORD PHV,8/1/2015,Reset,2,1,1,0,,2,,-1,-1.732050808,Hybrid,1,AUG,2,2015,8
NON TESLA,OTHER,,OTHER,8/1/2015,Reset,0,1,1,0,,0,,0,0,Hybrid,1,AUG,0,2015,8
TESLA,TESLA, MODEL S,TESLA MODEL S,8/1/2016,Reset,2852,1,1,0,2852,,100,-1426,-2469.904451593,Fully Electric,1,AUG,2852,2016,8
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,8/1/2016,Reset,2081,1,1,0,,2081,,-1040.5,-1802.198865275,Hybrid,1,AUG,2081,2016,8
TESLA,TESLA, MODEL X,TESLA MODEL X,8/1/2016,Reset,1833,1,1,0,1833,,100,-916.5,-1587.424565137,Fully Electric,1,AUG,1833,2016,8
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,8/1/2016,Reset,1422,1,1,0,,1422,,-711,-1231.488124181,Hybrid,1,AUG,1422,2016,8
NON TESLA,NISSAN, LEAF,NISSAN LEAF,8/1/2016,Reset,1066,1,1,0,,1066,,-533,-923.183080434,Fully Electric,1,AUG,1066,2016,8
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,8/1/2016,Reset,707,1,1,0,,707,,-353.5,-612.279960476,Hybrid,1,AUG,707,2016,8
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),8/1/2016,Reset,1013,1,1,0,,1013,,-506.5,-877.283734034,Fully Electric,1,AUG,1013,2016,8
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,8/1/2016,Reset,876,1,1,0,,876,,-438,-758.638253715,Hybrid,1,AUG,876,2016,8
NON TESLA,FIAT, 500E,FIAT 500E,8/1/2016,Reset,360,1,1,0,,360,,-180,-311.769145362,Fully Electric,1,AUG,360,2016,8
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,8/1/2016,Reset,346,1,1,0,,346,,-173,-299.644789709,Hybrid,1,AUG,346,2016,8
NON TESLA,VW, E-GOLF,VW E-GOLF,8/1/2016,Reset,454,1,1,0,,454,,-227,-393.175533318,Fully Electric,1,AUG,454,2016,8
NON TESLA,HYUNDAI, SONATA PHV,HYUNDAI SONATA PHV,8/1/2016,Reset,235,1,1,0,,235,,-117.5,-203.515969889,Hybrid,1,AUG,235,2016,8
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,8/1/2016,Reset,292,1,1,0,,292,,-146,-252.879417905,Fully Electric,1,AUG,292,2016,8
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,8/1/2016,Reset,197,1,1,0,,197,,-98.5,-170.607004546,Hybrid,1,AUG,197,2016,8
NON TESLA,VOLVO, XC90,VOLVO XC90,8/1/2016,Reset,176,1,1,0,,176,,-88,-152.420471066,Hybrid,1,AUG,176,2016,8
NON TESLA,KIA, SOUL EV,KIA SOUL EV,8/1/2016,Reset,153,1,1,0,,153,,-76.5,-132.501886779,Fully Electric,1,AUG,153,2016,8
NON TESLA,BMW, I8,BMW I8,8/1/2016,Reset,145,1,1,0,,145,,-72.5,-125.573683549,Hybrid,1,AUG,145,2016,8
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,8/1/2016,Reset,75,1,1,0,,75,,-37.5,-64.951905284,Fully Electric,1,AUG,75,2016,8
NON TESLA,BMW, 330E,BMW 330E,8/1/2016,Reset,51,1,1,0,,51,,-25.5,-44.167295593,Hybrid,1,AUG,51,2016,8
NON TESLA,SMART, ED,SMART ED,8/1/2016,Reset,55,1,1,0,,55,,-27.5,-47.631397208,Fully Electric,1,AUG,55,2016,8
NON TESLA,MERCEDES, B250E,MERCEDES B250E,8/1/2016,Reset,57,1,1,0,,57,,-28.5,-49.363448016,Fully Electric,1,AUG,57,2016,8
NON TESLA,MERCEDES, S550 PHV,MERCEDES S550 PHV,8/1/2016,Reset,30,1,1,0,,30,,-15,-25.980762114,Fully Electric,1,AUG,30,2016,8
NON TESLA,CADILLAC, ELR,CADILLAC ELR,8/1/2016,Reset,6,1,1,0,,6,,-3,-5.196152423,Hybrid,1,AUG,6,2016,8
NON TESLA,PORSCHE, PANAMERA S-E,PORSCHE PANAMERA S-E,8/1/2016,Reset,59,1,1,0,,59,,-29.5,-51.095498823,Hybrid,1,AUG,59,2016,8
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,8/1/2016,Reset,24,1,1,0,,24,,-12,-20.784609691,Hybrid,1,AUG,24,2016,8
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,8/1/2016,Reset,25,1,1,0,,25,,-12.5,-21.650635095,Fully Electric,1,AUG,25,2016,8
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,8/1/2016,Reset,2,1,1,0,,2,,-1,-1.732050808,Hybrid,1,AUG,2,2016,8
NON TESLA,OTHER,,OTHER,8/1/2016,Reset,0,1,1,0,,0,,0,0,Hybrid,1,AUG,0,2016,8
TESLA,TESLA, MODEL S,TESLA MODEL S,8/1/2017,Reset,2150,1,1,0,2150,,100,-1075,-1861.954618137,Fully Electric,1,AUG,2150,2017,8
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,8/1/2017,Reset,2107,1,1,0,,2107,,-1053.5,-1824.715525774,Fully Electric,1,AUG,2107,2017,8
TESLA,TESLA, MODEL X,TESLA MODEL X,8/1/2017,Reset,1575,1,1,0,1575,,100,-787.5,-1363.990010960,Fully Electric,1,AUG,1575,2017,8
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,8/1/2017,Reset,1820,1,1,0,,1820,,-910,-1576.166234888,Hybrid,1,AUG,1820,2017,8
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,8/1/2017,Reset,1445,1,1,0,,1445,,-722.5,-1251.406708469,Hybrid,1,AUG,1445,2017,8
NON TESLA,NISSAN, LEAF,NISSAN LEAF,8/1/2017,Reset,1154,1,1,0,,1154,,-577,-999.393315967,Fully Electric,1,AUG,1154,2017,8
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,8/1/2017,Reset,762,1,1,0,,762,,-381,-659.911357684,Hybrid,1,AUG,762,2017,8
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,8/1/2017,Reset,705,1,1,0,,705,,-352.5,-610.547909668,Hybrid,1,AUG,705,2017,8
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),8/1/2017,Reset,504,1,1,0,,504,,-252,-436.476803507,Fully Electric,1,AUG,504,2017,8
NON TESLA,FIAT, 500E,FIAT 500E,8/1/2017,Reset,290,1,1,0,,290,,-145,-251.147367097,Fully Electric,1,AUG,290,2017,8
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,8/1/2017,Reset,317,1,1,0,,317,,-158.5,-274.530053000,Hybrid,1,AUG,317,2017,8
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,8/1/2017,Reset,425,1,1,0,,425,,-212.5,-368.060796608,Hybrid,1,AUG,425,2017,8
NON TESLA,BMW, 330E,BMW 330E,8/1/2017,Reset,409,1,1,0,,409,,-204.5,-354.204390148,Hybrid,1,AUG,409,2017,8
NON TESLA,BMW, 530E,BMW 530E,8/1/2017,Reset,345,1,1,0,,345,,-172.5,-298.778764306,Hybrid,1,AUG,345,2017,8
NON TESLA,VW, E-GOLF,VW E-GOLF,8/1/2017,Reset,317,1,1,0,,317,,-158.5,-274.530053000,Fully Electric,1,AUG,317,2017,8
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,8/1/2017,Reset,129,1,1,0,,129,,-64.5,-111.717277088,Hybrid,1,AUG,129,2017,8
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,8/1/2017,Reset,185,1,1,0,,185,,-92.5,-160.214699700,Hybrid,1,AUG,185,2017,8
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,8/1/2017,Reset,265,1,1,0,,265,,-132.5,-229.496732003,Hybrid,1,AUG,265,2017,8
NON TESLA,KIA, SOUL EV,KIA SOUL EV,8/1/2017,Reset,300,1,1,0,,300,,-150,-259.807621135,Fully Electric,1,AUG,300,2017,8
NON TESLA,FORD, FOCUS ELECTRIC,FORD FOCUS ELECTRIC,8/1/2017,Reset,131,1,1,0,,131,,-65.5,-113.449327896,Fully Electric,1,AUG,131,2017,8
TESLA,TESLA, MODEL 3,TESLA MODEL 3,8/1/2017,Reset,75,1,1,0,75,,100,-37.5,-64.951905284,Fully Electric,1,AUG,75,2017,8
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,8/1/2017,Reset,178,1,1,0,,178,,-89,-154.152521874,Hybrid,1,AUG,178,2017,8
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,8/1/2017,Reset,182,1,1,0,,182,,-91,-157.616623489,Hybrid,1,AUG,182,2017,8
NON TESLA,HONDA, CLARITY BEV,HONDA CLARITY BEV,8/1/2017,Reset,15,1,1,0,,15,,-7.5,-12.990381057,Fully Electric,1,AUG,15,2017,8
NON TESLA,MERCEDES, C350E,MERCEDES C350E,8/1/2017,Reset,212,1,1,0,,212,,-106,-183.597385602,Hybrid,1,AUG,212,2017,8
NON TESLA,MERCEDES, B250E,MERCEDES B250E,8/1/2017,Reset,58,1,1,0,,58,,-29,-50.229473419,Fully Electric,1,AUG,58,2017,8
NON TESLA,BMW, 740E,BMW 740E,8/1/2017,Reset,39,1,1,0,,39,,-19.5,-33.774990748,Hybrid,1,AUG,39,2017,8
NON TESLA,MERCEDES, S550E,MERCEDES S550E,8/1/2017,Reset,32,1,1,0,,32,,-16,-27.712812921,Hybrid,1,AUG,32,2017,8
NON TESLA,SMART, ED,SMART ED,8/1/2017,Reset,94,1,1,0,,94,,-47,-81.406387956,Fully Electric,1,AUG,94,2017,8
NON TESLA,VOLVO, XC60 PHEV,VOLVO XC60 PHEV,8/1/2017,Reset,65,1,1,0,,65,,-32.5,-56.291651246,Hybrid,1,AUG,65,2017,8
NON TESLA,BMW, I8,BMW I8,8/1/2017,Reset,29,1,1,0,,29,,-14.5,-25.114736710,Hybrid,1,AUG,29,2017,8
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,8/1/2017,Reset,86,1,1,0,,86,,-43,-74.478184725,Hybrid,1,AUG,86,2017,8
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,8/1/2017,Reset,23,1,1,0,,23,,-11.5,-19.918584287,Hybrid,1,AUG,23,2017,8
NON TESLA,HYUNDAI, IONIQ EV,HYUNDAI IONIQ EV,8/1/2017,Reset,66,1,1,0,,66,,-33,-57.157676650,Fully Electric,1,AUG,66,2017,8
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,8/1/2017,Reset,23,1,1,0,,23,,-11.5,-19.918584287,Hybrid,1,AUG,23,2017,8
NON TESLA,CHEVROLET, SPARK EV,CHEVROLET SPARK EV,8/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,AUG,0,2017,8
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,8/1/2017,Reset,1,1,1,0,,1,,-0.5,-0.866025404,Hybrid,1,AUG,1,2017,8
NON TESLA,CADILLAC, ELR,CADILLAC ELR,8/1/2017,Reset,1,1,1,0,,1,,-0.5,-0.866025404,Hybrid,1,AUG,1,2017,8
NON TESLA,MITSUBISHI, I-MIEV,MITSUBISHI I-MIEV,8/1/2017,Reset,0,1,1,0,,0,,0,0,Fully Electric,1,AUG,0,2017,8
TESLA,TESLA, MODEL 3,TESLA MODEL 3,8/1/2018,Reset,17800,1,1,0,17800,,100,-8900,-15415.252187363,Fully Electric,1,AUG,17800,2018,8
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,8/1/2018,Reset,2071,1,1,0,,2071,,-1035.5,-1793.538611238,Hybrid,1,AUG,2071,2018,8
TESLA,TESLA, MODEL X,TESLA MODEL X,8/1/2018,Reset,2750,1,1,0,2750,,100,-1375,-2381.569860407,Fully Electric,1,AUG,2750,2018,8
TESLA,TESLA, MODEL S,TESLA MODEL S,8/1/2018,Reset,2625,1,1,0,2625,,100,-1312.5,-2273.316684934,Fully Electric,1,AUG,2625,2018,8
NON TESLA,HONDA, CLARITY PHEV,HONDA CLARITY PHEV,8/1/2018,Reset,1462,1,1,0,,1462,,-731,-1266.129140333,Hybrid,1,AUG,1462,2018,8
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,8/1/2018,Reset,1825,1,1,0,,1825,,-912.5,-1580.496361907,Hybrid,1,AUG,1825,2018,8
NON TESLA,CHEVROLET, BOLT EV,CHEVROLET BOLT EV,8/1/2018,Reset,1225,1,1,0,,1225,,-612.5,-1060.881119636,Fully Electric,1,AUG,1225,2018,8
NON TESLA,NISSAN, LEAF,NISSAN LEAF,8/1/2018,Reset,1315,1,1,0,,1315,,-657.5,-1138.823405977,Fully Electric,1,AUG,1315,2018,8
NON TESLA,BMW, 530E,BMW 530E,8/1/2018,Reset,749,1,1,0,,749,,-374.5,-648.653027435,Hybrid,1,AUG,749,2018,8
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,8/1/2018,Reset,396,1,1,0,,396,,-198,-342.946059899,Hybrid,1,AUG,396,2018,8
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,8/1/2018,Reset,654,1,1,0,,654,,-327,-566.380614075,Hybrid,1,AUG,654,2018,8
NON TESLA,BMW, I3 (BEV + REX),BMW I3 (BEV + REX),8/1/2018,Reset,418,1,1,0,,418,,-209,-361.998618782,Fully Electric,1,AUG,418,2018,8
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,8/1/2018,Reset,264,1,1,0,,264,,-132,-228.630706599,Hybrid,1,AUG,264,2018,8
NON TESLA,MITSUBISHI, OUTLANDER PHEV,MITSUBISHI OUTLANDER PHEV,8/1/2018,Reset,366,1,1,0,,366,,-183,-316.965297785,Hybrid,1,AUG,366,2018,8
NON TESLA,KIA, NIRO PHEV,KIA NIRO PHEV,8/1/2018,Reset,346,1,1,0,,346,,-173,-299.644789709,Hybrid,1,AUG,346,2018,8
NON TESLA,BMW, 330E,BMW 330E,8/1/2018,Reset,192,1,1,0,,192,,-96,-166.276877527,Hybrid,1,AUG,192,2018,8
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,8/1/2018,Reset,240,1,1,0,,240,,-120,-207.846096908,Hybrid,1,AUG,240,2018,8
NON TESLA,VOLVO, XC60 PHEV,VOLVO XC60 PHEV,8/1/2018,Reset,210,1,1,0,,210,,-105,-181.865334795,Hybrid,1,AUG,210,2018,8
NON TESLA,FIAT, 500E,FIAT 500E,8/1/2018,Reset,75,1,1,0,,75,,-37.5,-64.951905284,Fully Electric,1,AUG,75,2018,8
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,8/1/2018,Reset,200,1,1,0,,200,,-100,-173.205080757,Hybrid,1,AUG,200,2018,8
NON TESLA,MERCEDES, C350E,MERCEDES C350E,8/1/2018,Reset,170,1,1,0,,170,,-85,-147.224318643,Hybrid,1,AUG,170,2018,8
NON TESLA,HYUNDAI, IONIQ PHEV,HYUNDAI IONIQ PHEV,8/1/2018,Reset,43,1,1,0,,43,,-21.5,-37.239092363,Hybrid,1,AUG,43,2018,8
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,8/1/2018,Reset,128,1,1,0,,128,,-64,-110.851251684,Hybrid,1,AUG,128,2018,8
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,8/1/2018,Reset,125,1,1,0,,125,,-62.5,-108.253175473,Hybrid,1,AUG,125,2018,8
NON TESLA,VW, E-GOLF,VW E-GOLF,8/1/2018,Reset,32,1,1,0,,32,,-16,-27.712812921,Fully Electric,1,AUG,32,2018,8
NON TESLA,SMART, ED,SMART ED,8/1/2018,Reset,108,1,1,0,,108,,-54,-93.530743609,Fully Electric,1,AUG,108,2018,8
