id,CAR.MAKE,CAR.MAKE.AND.MODEL,CAR.MODEL,Car.Type1,Month,Sales,Sales.Non.Tesla,Sales.Tesla,Year,Year.Month,Year.Month..copy.
1102,FIAT,FIAT 500E, 500E,Fully Electric,OCT,745,745,,2016,10/1/2016,10
1103,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,OCT,73,73,,2016,10/1/2016,10
1104,KIA,KIA SOUL EV, SOUL EV,Fully Electric,OCT,190,190,,2016,10/1/2016,10
1105,MERCEDES,MERCEDES B250E, B250E,Fully Electric,OCT,58,58,,2016,10/1/2016,10
1106,MERCEDES,MERCEDES S550 PHV, S550 PHV,Fully Electric,OCT,174,174,,2016,10/1/2016,10
1107,MITSUBISHI,MITSUBISHI I-MIEV, I-MIEV,Fully Electric,OCT,4,4,,2016,10/1/2016,10
1108,NISSAN,NISSAN LEAF, LEAF,Fully Electric,OCT,1412,1412,,2016,10/1/2016,10
1109,TESLA,TESLA MODEL S, MODEL S,Fully Electric,OCT,700,,700,2016,10/1/2016,10
1110,TESLA,TESLA MODEL X, MODEL X,Fully Electric,OCT,725,,725,2016,10/1/2016,10
1111,VW,VW E-GOLF, E-GOLF,Fully Electric,OCT,407,407,,2016,10/1/2016,10
1112,SMART,SMART ED, ED,Fully Electric,OCT,43,43,,2016,10/1/2016,10
1113,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,SEP,391,391,,2016,9/1/2016,9
1114,CHEVROLET,CHEVROLET SPARK EV, SPARK EV,Fully Electric,SEP,315,315,,2016,9/1/2016,9
1115,FIAT,FIAT 500E, 500E,Fully Electric,SEP,690,690,,2016,9/1/2016,9
1116,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,SEP,82,82,,2016,9/1/2016,9
1117,KIA,KIA SOUL EV, SOUL EV,Fully Electric,SEP,217,217,,2016,9/1/2016,9
1118,MERCEDES,MERCEDES B250E, B250E,Fully Electric,SEP,51,51,,2016,9/1/2016,9
1119,MERCEDES,MERCEDES S550 PHV, S550 PHV,Fully Electric,SEP,41,41,,2016,9/1/2016,9
1120,MITSUBISHI,MITSUBISHI I-MIEV, I-MIEV,Fully Electric,SEP,17,17,,2016,9/1/2016,9
1121,NISSAN,NISSAN LEAF, LEAF,Fully Electric,SEP,1316,1316,,2016,9/1/2016,9
1122,TESLA,TESLA MODEL S, MODEL S,Fully Electric,SEP,4350,,4350,2016,9/1/2016,9
1123,TESLA,TESLA MODEL X, MODEL X,Fully Electric,SEP,3200,,3200,2016,9/1/2016,9
1124,VW,VW E-GOLF, E-GOLF,Fully Electric,SEP,529,529,,2016,9/1/2016,9
1125,SMART,SMART ED, ED,Fully Electric,SEP,44,44,,2016,9/1/2016,9
1126,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,JAN,382,382,,2017,1/1/2017,1
1127,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,JAN,1162,1162,,2017,1/1/2017,1
1128,CHEVROLET,CHEVROLET SPARK EV, SPARK EV,Fully Electric,JAN,4,4,,2017,1/1/2017,1
1129,FIAT,FIAT 500E, 500E,Fully Electric,JAN,752,752,,2017,1/1/2017,1
1130,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,JAN,56,56,,2017,1/1/2017,1
1131,KIA,KIA SOUL EV, SOUL EV,Fully Electric,JAN,117,117,,2017,1/1/2017,1
1132,MERCEDES,MERCEDES B250E, B250E,Fully Electric,JAN,53,53,,2017,1/1/2017,1
1133,MITSUBISHI,MITSUBISHI I-MIEV, I-MIEV,Fully Electric,JAN,1,1,,2017,1/1/2017,1
1134,NISSAN,NISSAN LEAF, LEAF,Fully Electric,JAN,772,772,,2017,1/1/2017,1
1135,TESLA,TESLA MODEL S, MODEL S,Fully Electric,JAN,900,,900,2017,1/1/2017,1
1136,TESLA,TESLA MODEL X, MODEL X,Fully Electric,JAN,750,,750,2017,1/1/2017,1
1137,VW,VW E-GOLF, E-GOLF,Fully Electric,JAN,332,332,,2017,1/1/2017,1
1138,SMART,SMART ED, ED,Fully Electric,JAN,15,15,,2017,1/1/2017,1
1139,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,JUL,601,601,,2017,7/1/2017,7
1140,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,JUL,1971,1971,,2017,7/1/2017,7
1141,CHEVROLET,CHEVROLET SPARK EV, SPARK EV,Fully Electric,JUL,1,1,,2017,7/1/2017,7
1142,FIAT,FIAT 500E, 500E,Fully Electric,JUL,395,395,,2017,7/1/2017,7
1143,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,JUL,148,148,,2017,7/1/2017,7
1144,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,JUL,34,34,,2017,7/1/2017,7
1145,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,JUL,43,43,,2017,7/1/2017,7
1146,KIA,KIA SOUL EV, SOUL EV,Fully Electric,JUL,145,145,,2017,7/1/2017,7
1147,MERCEDES,MERCEDES B250E, B250E,Fully Electric,JUL,81,81,,2017,7/1/2017,7
1148,MITSUBISHI,MITSUBISHI I-MIEV, I-MIEV,Fully Electric,JUL,0,0,,2017,7/1/2017,7
1149,NISSAN,NISSAN LEAF, LEAF,Fully Electric,JUL,1283,1283,,2017,7/1/2017,7
1150,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,JUL,30,,30,2017,7/1/2017,7
1151,TESLA,TESLA MODEL S, MODEL S,Fully Electric,JUL,1425,,1425,2017,7/1/2017,7
1152,TESLA,TESLA MODEL X, MODEL X,Fully Electric,JUL,1650,,1650,2017,7/1/2017,7
1153,VW,VW E-GOLF, E-GOLF,Fully Electric,JUL,308,308,,2017,7/1/2017,7
1154,SMART,SMART ED, ED,Fully Electric,JUL,0,0,,2017,7/1/2017,7
1155,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,JUN,567,567,,2017,6/1/2017,6
1156,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,JUN,1642,1642,,2017,6/1/2017,6
1157,CHEVROLET,CHEVROLET SPARK EV, SPARK EV,Fully Electric,JUN,1,1,,2017,6/1/2017,6
1158,FIAT,FIAT 500E, 500E,Fully Electric,JUN,359,359,,2017,6/1/2017,6
1159,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,JUN,110,110,,2017,6/1/2017,6
1160,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,JUN,58,58,,2017,6/1/2017,6
1161,KIA,KIA SOUL EV, SOUL EV,Fully Electric,JUN,100,100,,2017,6/1/2017,6
1162,MERCEDES,MERCEDES B250E, B250E,Fully Electric,JUN,46,46,,2017,6/1/2017,6
1163,MITSUBISHI,MITSUBISHI I-MIEV, I-MIEV,Fully Electric,JUN,0,0,,2017,6/1/2017,6
1164,NISSAN,NISSAN LEAF, LEAF,Fully Electric,JUN,1506,1506,,2017,6/1/2017,6
1165,TESLA,TESLA MODEL S, MODEL S,Fully Electric,JUN,2350,,2350,2017,6/1/2017,6
1166,TESLA,TESLA MODEL X, MODEL X,Fully Electric,JUN,2200,,2200,2017,6/1/2017,6
1167,VW,VW E-GOLF, E-GOLF,Fully Electric,JUN,232,232,,2017,6/1/2017,6
1168,SMART,SMART ED, ED,Fully Electric,JUN,3,3,,2017,6/1/2017,6
1169,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,MAR,703,703,,2017,3/1/2017,3
1170,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,MAR,978,978,,2017,3/1/2017,3
1171,CHEVROLET,CHEVROLET SPARK EV, SPARK EV,Fully Electric,MAR,3,3,,2017,3/1/2017,3
1172,FIAT,FIAT 500E, 500E,Fully Electric,MAR,785,785,,2017,3/1/2017,3
1173,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,MAR,407,407,,2017,3/1/2017,3
1174,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,MAR,5,5,,2017,3/1/2017,3
1175,KIA,KIA SOUL EV, SOUL EV,Fully Electric,MAR,171,171,,2017,3/1/2017,3
1176,MERCEDES,MERCEDES B250E, B250E,Fully Electric,MAR,50,50,,2017,3/1/2017,3
1177,MITSUBISHI,MITSUBISHI I-MIEV, I-MIEV,Fully Electric,MAR,2,2,,2017,3/1/2017,3
1178,NISSAN,NISSAN LEAF, LEAF,Fully Electric,MAR,1478,1478,,2017,3/1/2017,3
1179,TESLA,TESLA MODEL S, MODEL S,Fully Electric,MAR,3450,,3450,2017,3/1/2017,3
1180,TESLA,TESLA MODEL X, MODEL X,Fully Electric,MAR,2750,,2750,2017,3/1/2017,3
1181,VW,VW E-GOLF, E-GOLF,Fully Electric,MAR,342,342,,2017,3/1/2017,3
1182,SMART,SMART ED, ED,Fully Electric,MAR,13,13,,2017,3/1/2017,3
1183,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,MAY,506,506,,2017,5/1/2017,5
1184,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,MAY,1566,1566,,2017,5/1/2017,5
1185,CHEVROLET,CHEVROLET SPARK EV, SPARK EV,Fully Electric,MAY,0,0,,2017,5/1/2017,5
1186,FIAT,FIAT 500E, 500E,Fully Electric,MAY,473,473,,2017,5/1/2017,5
1187,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,MAY,132,132,,2017,5/1/2017,5
1188,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,MAY,75,75,,2017,5/1/2017,5
1189,KIA,KIA SOUL EV, SOUL EV,Fully Electric,MAY,129,129,,2017,5/1/2017,5
1190,MERCEDES,MERCEDES B250E, B250E,Fully Electric,MAY,46,46,,2017,5/1/2017,5
1191,MITSUBISHI,MITSUBISHI I-MIEV, I-MIEV,Fully Electric,MAY,0,0,,2017,5/1/2017,5
1192,NISSAN,NISSAN LEAF, LEAF,Fully Electric,MAY,1392,1392,,2017,5/1/2017,5
1193,TESLA,TESLA MODEL S, MODEL S,Fully Electric,MAY,1620,,1620,2017,5/1/2017,5
1194,TESLA,TESLA MODEL X, MODEL X,Fully Electric,MAY,1730,,1730,2017,5/1/2017,5
1195,VW,VW E-GOLF, E-GOLF,Fully Electric,MAY,381,381,,2017,5/1/2017,5
1196,SMART,SMART ED, ED,Fully Electric,MAY,1,1,,2017,5/1/2017,5
1197,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,NOV,283,283,,2017,11/1/2017,11
1198,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,NOV,2987,2987,,2017,11/1/2017,11
1199,CHEVROLET,CHEVROLET SPARK EV, SPARK EV,Fully Electric,NOV,7,7,,2017,11/1/2017,11
1200,FIAT,FIAT 500E, 500E,Fully Electric,NOV,215,215,,2017,11/1/2017,11
1201,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,NOV,121,121,,2017,11/1/2017,11
1202,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,NOV,459,459,,2017,11/1/2017,11
1203,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,NOV,23,23,,2017,11/1/2017,11
1204,KIA,KIA SOUL EV, SOUL EV,Fully Electric,NOV,207,207,,2017,11/1/2017,11
1205,MERCEDES,MERCEDES B250E, B250E,Fully Electric,NOV,31,31,,2017,11/1/2017,11
1206,MITSUBISHI,MITSUBISHI I-MIEV, I-MIEV,Fully Electric,NOV,0,0,,2017,11/1/2017,11
1207,NISSAN,NISSAN LEAF, LEAF,Fully Electric,NOV,175,175,,2017,11/1/2017,11
1208,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,NOV,337,,337,2017,11/1/2017,11
1209,TESLA,TESLA MODEL S, MODEL S,Fully Electric,NOV,1335,,1335,2017,11/1/2017,11
1210,TESLA,TESLA MODEL X, MODEL X,Fully Electric,NOV,1875,,1875,2017,11/1/2017,11
1211,VW,VW E-GOLF, E-GOLF,Fully Electric,NOV,289,289,,2017,11/1/2017,11
1212,SMART,SMART ED, ED,Fully Electric,NOV,68,68,,2017,11/1/2017,11
1213,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,OCT,686,686,,2017,10/1/2017,10
1214,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,OCT,2781,2781,,2017,10/1/2017,10
1215,CHEVROLET,CHEVROLET SPARK EV, SPARK EV,Fully Electric,OCT,0,0,,2017,10/1/2017,10
1216,FIAT,FIAT 500E, 500E,Fully Electric,OCT,310,310,,2017,10/1/2017,10
1217,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,OCT,115,115,,2017,10/1/2017,10
1218,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,OCT,34,34,,2017,10/1/2017,10
1219,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,OCT,28,28,,2017,10/1/2017,10
1220,KIA,KIA SOUL EV, SOUL EV,Fully Electric,OCT,210,210,,2017,10/1/2017,10
1221,MERCEDES,MERCEDES B250E, B250E,Fully Electric,OCT,59,59,,2017,10/1/2017,10
1222,MITSUBISHI,MITSUBISHI I-MIEV, I-MIEV,Fully Electric,OCT,0,0,,2017,10/1/2017,10
1223,NISSAN,NISSAN LEAF, LEAF,Fully Electric,OCT,213,213,,2017,10/1/2017,10
1224,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,OCT,145,,145,2017,10/1/2017,10
1225,TESLA,TESLA MODEL S, MODEL S,Fully Electric,OCT,1120,,1120,2017,10/1/2017,10
1226,TESLA,TESLA MODEL X, MODEL X,Fully Electric,OCT,850,,850,2017,10/1/2017,10
1227,VW,VW E-GOLF, E-GOLF,Fully Electric,OCT,203,203,,2017,10/1/2017,10
1228,SMART,SMART ED, ED,Fully Electric,OCT,73,73,,2017,10/1/2017,10
1229,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,SEP,538,538,,2017,9/1/2017,9
1230,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,SEP,2632,2632,,2017,9/1/2017,9
1231,CHEVROLET,CHEVROLET SPARK EV, SPARK EV,Fully Electric,SEP,0,0,,2017,9/1/2017,9
1232,FIAT,FIAT 500E, 500E,Fully Electric,SEP,285,285,,2017,9/1/2017,9
1233,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,SEP,131,131,,2017,9/1/2017,9
1234,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,SEP,52,52,,2017,9/1/2017,9
1235,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,SEP,36,36,,2017,9/1/2017,9
1236,KIA,KIA SOUL EV, SOUL EV,Fully Electric,SEP,255,255,,2017,9/1/2017,9
1237,MERCEDES,MERCEDES B250E, B250E,Fully Electric,SEP,87,87,,2017,9/1/2017,9
1238,MITSUBISHI,MITSUBISHI I-MIEV, I-MIEV,Fully Electric,SEP,0,0,,2017,9/1/2017,9
1239,NISSAN,NISSAN LEAF, LEAF,Fully Electric,SEP,1055,1055,,2017,9/1/2017,9
1240,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,SEP,117,,117,2017,9/1/2017,9
1241,TESLA,TESLA MODEL S, MODEL S,Fully Electric,SEP,4860,,4860,2017,9/1/2017,9
1242,TESLA,TESLA MODEL X, MODEL X,Fully Electric,SEP,3120,,3120,2017,9/1/2017,9
1243,VW,VW E-GOLF, E-GOLF,Fully Electric,SEP,187,187,,2017,9/1/2017,9
1244,SMART,SMART ED, ED,Fully Electric,SEP,123,123,,2017,9/1/2017,9
1245,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,JAN,382,382,,2018,1/1/2018,1
1246,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,JAN,1177,1177,,2018,1/1/2018,1
1247,FIAT,FIAT 500E, 500E,Fully Electric,JAN,210,210,,2018,1/1/2018,1
1248,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,JAN,70,70,,2018,1/1/2018,1
1249,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,JAN,153,153,,2018,1/1/2018,1
1250,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,JAN,49,49,,2018,1/1/2018,1
1251,KIA,KIA SOUL EV, SOUL EV,Fully Electric,JAN,115,115,,2018,1/1/2018,1
1252,MERCEDES,MERCEDES B250E, B250E,Fully Electric,JAN,40,40,,2018,1/1/2018,1
1253,NISSAN,NISSAN LEAF, LEAF,Fully Electric,JAN,150,150,,2018,1/1/2018,1
1254,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,JAN,1875,,1875,2018,1/1/2018,1
1255,TESLA,TESLA MODEL S, MODEL S,Fully Electric,JAN,800,,800,2018,1/1/2018,1
1256,TESLA,TESLA MODEL X, MODEL X,Fully Electric,JAN,700,,700,2018,1/1/2018,1
1257,VW,VW E-GOLF, E-GOLF,Fully Electric,JAN,178,178,,2018,1/1/2018,1
1258,SMART,SMART ED, ED,Fully Electric,JAN,84,84,,2018,1/1/2018,1
1259,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,JUL,464,464,,2018,7/1/2018,7
1260,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,JUL,1175,1175,,2018,7/1/2018,7
1261,FIAT,FIAT 500E, 500E,Fully Electric,JUL,220,220,,2018,7/1/2018,7
1262,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,JUL,46,46,,2018,7/1/2018,7
1263,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,JUL,102,102,,2018,7/1/2018,7
1264,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,JUL,35,35,,2018,7/1/2018,7
1265,KIA,KIA SOUL EV, SOUL EV,Fully Electric,JUL,130,130,,2018,7/1/2018,7
1266,MERCEDES,MERCEDES B250E, B250E,Fully Electric,JUL,0,0,,2018,7/1/2018,7
1267,NISSAN,NISSAN LEAF, LEAF,Fully Electric,JUL,1149,1149,,2018,7/1/2018,7
1268,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,JUL,14250,,14250,2018,7/1/2018,7
1269,TESLA,TESLA MODEL S, MODEL S,Fully Electric,JUL,1200,,1200,2018,7/1/2018,7
1270,TESLA,TESLA MODEL X, MODEL X,Fully Electric,JUL,1325,,1325,2018,7/1/2018,7
1271,VW,VW E-GOLF, E-GOLF,Fully Electric,JUL,18,18,,2018,7/1/2018,7
1272,SMART,SMART ED, ED,Fully Electric,JUL,103,103,,2018,7/1/2018,7
1273,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,JUN,580,580,,2018,6/1/2018,6
1274,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,JUN,1083,1083,,2018,6/1/2018,6
1275,FIAT,FIAT 500E, 500E,Fully Electric,JUN,225,225,,2018,6/1/2018,6
1276,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,JUN,50,50,,2018,6/1/2018,6
1277,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,JUN,86,86,,2018,6/1/2018,6
1278,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,JUN,47,47,,2018,6/1/2018,6
1279,KIA,KIA SOUL EV, SOUL EV,Fully Electric,JUN,57,57,,2018,6/1/2018,6
1280,MERCEDES,MERCEDES B250E, B250E,Fully Electric,JUN,0,0,,2018,6/1/2018,6
1281,NISSAN,NISSAN LEAF, LEAF,Fully Electric,JUN,1367,1367,,2018,6/1/2018,6
1282,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,JUN,5902,,5902,2018,6/1/2018,6
1283,TESLA,TESLA MODEL S, MODEL S,Fully Electric,JUN,2750,,2750,2018,6/1/2018,6
1284,TESLA,TESLA MODEL X, MODEL X,Fully Electric,JUN,2550,,2550,2018,6/1/2018,6
1285,VW,VW E-GOLF, E-GOLF,Fully Electric,JUN,32,32,,2018,6/1/2018,6
1286,SMART,SMART ED, ED,Fully Electric,JUN,126,126,,2018,6/1/2018,6
1287,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,MAR,992,992,,2018,3/1/2018,3
1288,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,MAR,1774,1774,,2018,3/1/2018,3
1289,FIAT,FIAT 500E, 500E,Fully Electric,MAR,285,285,,2018,3/1/2018,3
1290,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,MAR,137,137,,2018,3/1/2018,3
1291,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,MAR,48,48,,2018,3/1/2018,3
1292,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,MAR,60,60,,2018,3/1/2018,3
1293,KIA,KIA SOUL EV, SOUL EV,Fully Electric,MAR,157,157,,2018,3/1/2018,3
1294,MERCEDES,MERCEDES B250E, B250E,Fully Electric,MAR,33,33,,2018,3/1/2018,3
1295,NISSAN,NISSAN LEAF, LEAF,Fully Electric,MAR,1500,1500,,2018,3/1/2018,3
1296,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,MAR,3820,,3820,2018,3/1/2018,3
1297,TESLA,TESLA MODEL S, MODEL S,Fully Electric,MAR,3375,,3375,2018,3/1/2018,3
1298,TESLA,TESLA MODEL X, MODEL X,Fully Electric,MAR,2825,,2825,2018,3/1/2018,3
1299,VW,VW E-GOLF, E-GOLF,Fully Electric,MAR,164,164,,2018,3/1/2018,3
1300,SMART,SMART ED, ED,Fully Electric,MAR,103,103,,2018,3/1/2018,3
1301,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,MAY,424,424,,2018,5/1/2018,5
1302,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,MAY,1125,1125,,2018,5/1/2018,5
1303,FIAT,FIAT 500E, 500E,Fully Electric,MAY,250,250,,2018,5/1/2018,5
1304,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,MAY,88,88,,2018,5/1/2018,5
1305,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,MAY,34,34,,2018,5/1/2018,5
1306,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,MAY,32,32,,2018,5/1/2018,5
1307,KIA,KIA SOUL EV, SOUL EV,Fully Electric,MAY,133,133,,2018,5/1/2018,5
1308,MERCEDES,MERCEDES B250E, B250E,Fully Electric,MAY,3,3,,2018,5/1/2018,5
1309,NISSAN,NISSAN LEAF, LEAF,Fully Electric,MAY,1576,1576,,2018,5/1/2018,5
1310,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,MAY,6000,,6000,2018,5/1/2018,5
1311,TESLA,TESLA MODEL S, MODEL S,Fully Electric,MAY,1520,,1520,2018,5/1/2018,5
1312,TESLA,TESLA MODEL X, MODEL X,Fully Electric,MAY,1450,,1450,2018,5/1/2018,5
1313,VW,VW E-GOLF, E-GOLF,Fully Electric,MAY,76,76,,2018,5/1/2018,5
1314,SMART,SMART ED, ED,Fully Electric,MAY,110,110,,2018,5/1/2018,5
1315,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,NOV,490,490,,2018,11/1/2018,11
1316,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,NOV,2825,2825,,2018,11/1/2018,11
1317,FIAT,FIAT 500E, 500E,Fully Electric,NOV,148,148,,2018,11/1/2018,11
1318,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,NOV,1,1,,2018,11/1/2018,11
1319,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,NOV,37,37,,2018,11/1/2018,11
1320,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,NOV,34,34,,2018,11/1/2018,11
1321,JAGUAR,JAGUAR I-PACE, I-PACE,Fully Electric,NOV,165,165,,2018,11/1/2018,11
1322,KIA,KIA SOUL EV, SOUL EV,Fully Electric,NOV,61,61,,2018,11/1/2018,11
1323,MERCEDES,MERCEDES B250E, B250E,Fully Electric,NOV,0,0,,2018,11/1/2018,11
1324,NISSAN,NISSAN LEAF, LEAF,Fully Electric,NOV,1128,1128,,2018,11/1/2018,11
1325,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,NOV,18650,,18650,2018,11/1/2018,11
1326,TESLA,TESLA MODEL S, MODEL S,Fully Electric,NOV,2750,,2750,2018,11/1/2018,11
1327,TESLA,TESLA MODEL X, MODEL X,Fully Electric,NOV,3200,,3200,2018,11/1/2018,11
1328,VW,VW E-GOLF, E-GOLF,Fully Electric,NOV,230,230,,2018,11/1/2018,11
1329,SMART,SMART ED, ED,Fully Electric,NOV,100,100,,2018,11/1/2018,11
1330,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,OCT,424,424,,2018,10/1/2018,10
1331,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,OCT,1975,1975,,2018,10/1/2018,10
1332,FIAT,FIAT 500E, 500E,Fully Electric,OCT,100,100,,2018,10/1/2018,10
1333,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,OCT,0,0,,2018,10/1/2018,10
1334,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,OCT,106,106,,2018,10/1/2018,10
1335,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,OCT,21,21,,2018,10/1/2018,10
1336,JAGUAR,JAGUAR I-PACE, I-PACE,Fully Electric,OCT,5,5,,2018,10/1/2018,10
1337,KIA,KIA SOUL EV, SOUL EV,Fully Electric,OCT,61,61,,2018,10/1/2018,10
1338,MERCEDES,MERCEDES B250E, B250E,Fully Electric,OCT,1,1,,2018,10/1/2018,10
1339,NISSAN,NISSAN LEAF, LEAF,Fully Electric,OCT,1234,1234,,2018,10/1/2018,10
1340,TESLA,TESLA MODEL 3, MODEL 3,Fully Electric,OCT,17750,,17750,2018,10/1/2018,10
1341,TESLA,TESLA MODEL S, MODEL S,Fully Electric,OCT,1350,,1350,2018,10/1/2018,10
1342,TESLA,TESLA MODEL X, MODEL X,Fully Electric,OCT,1225,,1225,2018,10/1/2018,10
1343,VW,VW E-GOLF, E-GOLF,Fully Electric,OCT,62,62,,2018,10/1/2018,10
1344,SMART,SMART ED, ED,Fully Electric,OCT,95,95,,2018,10/1/2018,10
1345,BMW,BMW I3 (BEV + REX), I3 (BEV + REX),Fully Electric,SEP,461,461,,2018,9/1/2018,9
1346,CHEVROLET,CHEVROLET BOLT EV, BOLT EV,Fully Electric,SEP,1549,1549,,2018,9/1/2018,9
1347,FIAT,FIAT 500E, 500E,Fully Electric,SEP,94,94,,2018,9/1/2018,9
1348,FORD,FORD FOCUS ELECTRIC, FOCUS ELECTRIC,Fully Electric,SEP,4,4,,2018,9/1/2018,9
1349,HONDA,HONDA CLARITY BEV, CLARITY BEV,Fully Electric,SEP,108,108,,2018,9/1/2018,9
1350,HYUNDAI,HYUNDAI IONIQ EV, IONIQ EV,Fully Electric,SEP,12,12,,2018,9/1/2018,9
1351,KIA,KIA SOUL EV, SOUL EV,Fully Electric,SEP,18,18,,2018,9/1/2018,9
1352,MERCEDES,MERCEDES B250E, B250E,Fully Electric,SEP,0,0,,2018,9/1/2018,9
1353,NISSAN,NISSAN LEAF, LEAF,Fully Electric,SEP,1563,1563,,2018,9/1/2018,9
